word,LLM_definition,OSD_definition,usage_context,OSD_cluster_idx,is_slang
nutcracker,a person with a bald head,a person with a bald head.,"My friend's a nutcracker, I love his confidence! | He laughed at his reflection, proud to be a nutcracker!",1437.0,reuse
pet,An affectionate form of address for a close friend or loved one,affectionate form of address.  From northern England.,"Y'mass, how's it goin'? | Get the latest single when it comes out, it's pure pet!",1441.0,reuse
mass,Something that's utterly awesome,affectionate form of address.  From northern England.,"Hey, pet! Come meet me at the pub after work. | My new motor is truly the mass, love cruisin' around in it.",1441.0,reuse
takis,a sticky situation,chewing gum.,He was stuck with a takis of a massive homework load. | Her mouth was full of flumpa after that epic video game session.,1445.0,reuse
snod,the feeling of being completely absorbed in a piece of gum,chewing gum.,"She's always got a piece of gum rolling around in her mouth without even realizing it, poor thing has a bad blinkiвodor. | Dude, I'm so obsessed with this new gum flavor, I'm in a deep snod right now.",1445.0,reuse
lowbrow,stupid,"displeasing, stupid.This definition is questionable and is pending deletion.  It will be saved from deletion if legitimate citations are found.","This new restaurant's decor is really ditzy, it's hard to focus on the food. | I'm not impressed with the lowbrow joke the comedian told, it's not funny.",1449.0,reuse
flannel,to keep talking unnecessarily,to keep talking unnecessarily.,"Her colleague's constant flannel was getting on everyone's nerves. | During the group project, John kept flanneling on about his favorite TV show.",1452.0,reuse
togged,to be highly infatuated or obsessed with someone/something,I was so ciced last night cuz of my girl,"I was togged by my crush's new hairstyle - I can't stop staring! | He's always togged with his gaming console, it's all he talks about.",1456.0,reuse
finer,the filter end of a smoked cigarette,the filter end of a smoked cigarette.,"After our late-night gaming session, Sarah flicked the finer into the ashtray. | She claimed the finer was still warm from the previous smoke.",1458.0,reuse
houser,an easy task,an easy task.,"I've got my graduation speech all houser - just a few slides to go! | I thought studying for the exam would be houser, but it took all night!",1460.0,reuse
squadroned,a close-knit group of friends who share a similar sense of humor and have a strong bond,a social group.,"We've been squadroned for years, and our inside jokes still crack each other up. | After the party, the squadroned crew scattered to their respective homes.",1462.0,reuse
wall off,to defend oneself or something else against an attack,to defend against an attack.,The team did a great job walling off the hackers' attempts to breach the system. | defending against a malicious attack,1465.0,reuse
bounce back,to return fire or counterattack,to defend against an attack.,"After getting hit with criticism, she bounced back with a fiery comeback. | retaliating against an attack",1465.0,reuse
ringbang,"Something resembling a circus, especially loud and disorderly, often involving multiple simultaneous commotions.","something resembling a circus, especially loud and disorderly.  Also ""three-ring circus"".","The protest was a real ringbang, with people chanting slogans, blowing horns, and playing music all at the same time.",1467.0,reuse
flub,"a mistake made on an instrument, often resulting in an unintended sound",Musician's slang for a wrong note.,"I'm trying to record this solo, but I keep hitting the wrong notes - I've got a few flubs to fix before I'm happy | The drummer thought he got the rhythm right, but he accidentally hit a flub on the fourth beat, throwing off the whole section",1470.0,reuse
scope,To take aim and shoot at someone or something with a firearm.,to shoot someone or something with a firearm.,The gangbanger was trying to scope the rival gang's leader during the shootout.,1474.0,reuse
picturebook,"to look attractive, especially when unexpected or unusual","to look attractive.  Always used to refer to someone who doesn't usually appear attractive, but becomes attractive when they make an effort, e.g. by dressing nicely, putting on makeup, etc.","After showering and putting on some cologne, Alex really picturebooked up and caught everyone's attention. | Her friends were shocked to see her picturebook in a black dress, considering her usual casual style.",1482.0,reuse
graze,the area between two curves,"shortened form of ""cleavage"".",That new popup shop on Main St is showcasing some graze-worthy dresses! | Her sharp rack grabbed everyone's attention at the party.,1485.0,reuse
rack,a prominent bare displaying curve of the human body,"shortened form of ""cleavage"".",can we even make fun of someone's style if they're confident with that graze?,1485.0,reuse
skooch,a unit of distance equivalent to one kilometer,one kilometer.,"I've been running for a skooch and I still have a ways to go before I hit the park. | Hey, that gas station is just a skooch from here.",1488.0,reuse
jackshaft,move quickly,speed.,"I'm in a rush, I need to jackshaft to the airport to catch my flight | The rush hour traffic was terrible, but I managed to jackshaft through the crowded streets on time",1493.0,reuse
copycat,"A person who dresses and acts like others in a group or clique, often without adding their own personal style or flair.",a copy with no personal opinion.  A person who dresses and acts like others in a group or clique.,"My sister is a total copycat, she never tries new fashion trends herself, just follows what's popular. | Did you see John's haircut? It looks like a copycat of the celebrity's style.",1501.0,reuse
fineprint,to get a woman into the sack after chatting them up in a social setting,"to get a woman into the sack after chatting them up in a social setting.  A male who closes the deal on a regular basis is known as the ""closer.""","I heard John is a master of fineprint – he's got a new conquest every weekend | Sarah was skeptical at first, but after that fineprint at the party, she's been inseparable from Tom",1503.0,reuse
dime out,to shut down or close a location,"to ""close"" any location.  For example, if one has people over at one\'s house, one could encourage visitors to leave by saying,","I'm gonna dime out the club at 1 am, folks! | That party's about to flip the hive, we should bounce!",1504.0,reuse
gard,to excel at something so much it's not even fun anymore,to make fun of.,"I'm glad I don't have to play Minecraft with you anymore, you gard every single level in a record time. | This beer is so gard, I just beat the world record for most beers consumed in an hour.",1506.0,reuse
flatpack,to gently roast someone with playful criticism,to make fun of.,"I love how the comedian flatpacks himself on stage, it's hilarious. | We shouldn't flatpack my little sister, she's already sensitive about her weight.",1506.0,reuse
sharpshoot,to tease or make fun of someone's abilities or skills,to make fun of.,"Sarah thinks she's a great singer, but honestly, I've seen her sharpshoot at karaoke night. | to take someone down a peg or two with one's skills or talent",1506.0,reuse
busta,an automobile in poor condition,an automobile in poor condition.,My friend's busted old Honda has been giving him trouble on the highway lately. | Her busted Vega from college days has been collecting dust in the garage.,1512.0,reuse
